Date-Time,Power,Machine
12/02/2022 00:01:32,525.53,robot1
12/02/2022 00:01:33,583.04,robot1
12/02/2022 00:01:34,540.81,robot1
12/02/2022 00:01:35,652.79,robot1
12/02/2022 00:01:36,603.1,robot1
12/02/2022 00:01:37,529.18,robot1
12/02/2022 00:01:38,576.87,robot1
12/02/2022 00:01:39,630.25,robot1
12/02/2022 00:01:40,530.49,robot1
12/02/2022 00:01:41,575.87,robot1
12/02/2022 00:01:42,630.61,robot1
12/02/2022 00:01:43,559.01,robot1
12/02/2022 00:01:44,554.98,robot1
12/02/2022 00:01:45,611.1,robot1
12/02/2022 00:01:46,548,robot1
12/02/2022 00:01:47,792.02,robot1
12/02/2022 00:01:48,708.29,robot1
12/02/2022 00:01:49,773.29,robot1
12/02/2022 00:01:50,552.72,robot1
12/02/2022 00:01:51,637.36,robot1
12/02/2022 00:01:52,563.95,robot1
12/02/2022 00:01:53,527.68,robot1
12/02/2022 00:01:54,608,robot1
12/02/2022 00:01:55,600.58,robot1
12/02/2022 00:01:56,526.21,robot1
12/02/2022 00:01:57,615.21,robot1
12/02/2022 00:01:58,581.27,robot1
12/02/2022 00:01:59,534.93,robot1
12/02/2022 00:02:00,753.41,robot1
12/02/2022 00:02:01,683.47,robot1
12/02/2022 00:02:02,598.76,robot1
12/02/2022 00:02:03,588.45,robot1
12/02/2022 00:02:04,572.52,robot1
12/02/2022 00:02:05,563.34,robot1
12/02/2022 00:02:06,582.87,robot1
12/02/2022 00:02:07,632.35,robot1
12/02/2022 00:02:08,545.82,robot1
12/02/2022 00:02:09,545.7,robot1
12/02/2022 00:02:10,622.66,robot1
12/02/2022 00:02:11,582.26,robot1
12/02/2022 00:02:12,515.3,robot1
12/02/2022 00:02:13,623.49,robot1
12/02/2022 00:02:14,550.63,robot1
12/02/2022 00:02:15,542.67,robot1
12/02/2022 00:02:16,588.9,robot1
12/02/2022 00:02:17,591.18,robot1
12/02/2022 00:02:18,624.6,robot1
12/02/2022 00:02:19,634.3,robot1
12/02/2022 00:02:20,542.53,robot1
12/02/2022 00:02:21,524.36,robot1
12/02/2022 00:02:22,636.02,robot1
12/02/2022 00:02:23,639.04,robot1
12/02/2022 00:02:24,521.65,robot1
12/02/2022 00:02:25,513.47,robot1
12/02/2022 00:02:26,641.49,robot1
12/02/2022 00:02:27,544.26,robot1
12/02/2022 00:02:28,583.57,robot1
12/02/2022 00:02:29,614.39,robot1
12/02/2022 00:02:30,547.49,robot1
12/02/2022 00:02:31,555.14,robot1
12/02/2022 00:02:32,626.49,robot1
12/02/2022 00:02:33,566.39,robot1
12/02/2022 00:02:34,554.21,robot1
12/02/2022 00:02:35,637.49,robot1
12/02/2022 00:02:36,557.41,robot1
12/02/2022 00:02:37,526.04,robot1
12/02/2022 00:02:38,609.14,robot1
12/02/2022 00:02:39,607.65,robot1
12/02/2022 00:02:40,534.13,robot1
12/02/2022 00:02:41,749.2,robot1
12/02/2022 00:02:42,703.18,robot1
12/02/2022 00:02:43,540.11,robot1
12/02/2022 00:02:44,610.1,robot1
12/02/2022 00:02:45,602.73,robot1
12/02/2022 00:02:46,526.62,robot1
12/02/2022 00:02:47,586.26,robot1
12/02/2022 00:02:48,609.65,robot1
12/02/2022 00:02:49,521.96,robot1
12/02/2022 00:02:50,574.76,robot1
12/02/2022 00:02:51,618.29,robot1
12/02/2022 00:02:52,568,robot1
12/02/2022 00:02:53,519.27,robot1
12/02/2022 00:02:54,619.46,robot1
12/02/2022 00:02:55,579.85,robot1
12/02/2022 00:02:56,544.72,robot1
12/02/2022 00:02:57,545.05,robot1
12/02/2022 00:02:58,585.05,robot1
12/02/2022 00:02:59,551.2,robot1
12/02/2022 00:03:00,642.6,robot1
12/02/2022 00:03:01,566.33,robot1
12/02/2022 00:03:02,519,robot1
12/02/2022 00:03:03,603.62,robot1
12/02/2022 00:03:04,630.14,robot1
12/02/2022 00:03:05,531.61,robot1
12/02/2022 00:03:06,580.07,robot1
12/02/2022 00:03:07,622.68,robot1
12/02/2022 00:03:08,559.83,robot1
12/02/2022 00:03:09,537.84,robot1
12/02/2022 00:03:10,607.34,robot1
12/02/2022 00:03:11,579.65,robot1
12/02/2022 00:03:12,575.1,robot1
12/02/2022 00:03:13,537.01,robot1
12/02/2022 00:03:14,564.63,robot1
12/02/2022 00:03:15,533.36,robot1
12/02/2022 00:03:16,650.17,robot1
12/02/2022 00:03:17,576.35,robot1
12/02/2022 00:03:18,518.34,robot1
12/02/2022 00:03:19,605.1,robot1
12/02/2022 00:03:20,620.56,robot1
12/02/2022 00:03:21,524.14,robot1
12/02/2022 00:03:22,580.47,robot1
12/02/2022 00:03:23,619.31,robot1
12/02/2022 00:03:24,545.84,robot1
12/02/2022 00:03:25,553.33,robot1
12/02/2022 00:03:26,612.33,robot1
12/02/2022 00:03:27,572.26,robot1
12/02/2022 00:03:28,578.02,robot1
12/02/2022 00:03:29,540.26,robot1
12/02/2022 00:03:30,569.21,robot1
12/02/2022 00:03:31,544.2,robot1
12/02/2022 00:03:32,636.19,robot1
12/02/2022 00:03:33,580.68,robot1
12/02/2022 00:03:34,515.33,robot1
12/02/2022 00:03:35,720.6,robot1
12/02/2022 00:03:36,666.67,robot1
12/02/2022 00:03:37,540.64,robot1
12/02/2022 00:03:38,586.54,robot1
12/02/2022 00:03:39,594.98,robot1
12/02/2022 00:03:40,531.9,robot1
12/02/2022 00:03:41,573.1,robot1
12/02/2022 00:03:42,606.66,robot1
12/02/2022 00:03:43,542.06,robot1
12/02/2022 00:03:44,591.61,robot1
12/02/2022 00:03:45,550.8,robot1
12/02/2022 00:03:46,572.46,robot1
12/02/2022 00:03:47,546.17,robot1
12/02/2022 00:03:48,630.68,robot1
12/02/2022 00:03:49,588.11,robot1
12/02/2022 00:03:50,524.98,robot1
12/02/2022 00:03:51,595.95,robot1
12/02/2022 00:03:52,598.5,robot1
12/02/2022 00:03:53,554.04,robot1
12/02/2022 00:03:54,607.13,robot1
12/02/2022 00:03:55,568.56,robot1
12/02/2022 00:03:56,527.46,robot1
12/02/2022 00:03:57,597.33,robot1
12/02/2022 00:03:58,611.78,robot1
12/02/2022 00:03:59,518.73,robot1
12/02/2022 00:04:00,585.54,robot1
12/02/2022 00:04:01,551.68,robot1
12/02/2022 00:04:02,562.16,robot1
12/02/2022 00:04:03,560.8,robot1
12/02/2022 00:04:04,634.66,robot1
12/02/2022 00:04:05,569.16,robot1
12/02/2022 00:04:06,530.62,robot1
12/02/2022 00:04:07,595.99,robot1
12/02/2022 00:04:08,593.43,robot1
12/02/2022 00:04:09,595.1,robot1
12/02/2022 00:04:10,608.73,robot1
12/02/2022 00:04:11,592.7,robot1
12/02/2022 00:04:12,523.75,robot1
12/02/2022 00:04:13,587.35,robot1
12/02/2022 00:04:14,614.76,robot1
12/02/2022 00:04:15,516.13,robot1
12/02/2022 00:04:16,593.99,robot1
12/02/2022 00:04:17,545.32,robot1
12/02/2022 00:04:18,563.09,robot1
12/02/2022 00:04:19,557.23,robot1
12/02/2022 00:04:20,631.06,robot1
12/02/2022 00:04:21,573.98,robot1
12/02/2022 00:04:22,545.74,robot1
12/02/2022 00:04:23,586.07,robot1
12/02/2022 00:04:24,584.02,robot1
12/02/2022 00:04:25,549.85,robot1
12/02/2022 00:04:26,605.86,robot1
12/02/2022 00:04:27,563.07,robot1
12/02/2022 00:04:28,530.45,robot1
12/02/2022 00:04:29,795.17,robot1
12/02/2022 00:04:30,707.46,robot1
12/02/2022 00:04:31,575.91,robot1
12/02/2022 00:04:32,588.89,robot1
12/02/2022 00:04:33,538,robot1
12/02/2022 00:04:34,550.09,robot1
12/02/2022 00:04:35,562.87,robot1
12/02/2022 00:04:36,629.81,robot1
12/02/2022 00:04:37,568.31,robot1
12/02/2022 00:04:38,525.08,robot1
12/02/2022 00:04:39,604,robot1
12/02/2022 00:04:40,584.45,robot1
12/02/2022 00:04:41,537.96,robot1
12/02/2022 00:04:42,644.07,robot1
12/02/2022 00:04:43,590.08,robot1
12/02/2022 00:04:44,535.33,robot1
12/02/2022 00:04:45,569.89,robot1
12/02/2022 00:04:46,603.53,robot1
12/02/2022 00:04:47,555.89,robot1
12/02/2022 00:04:48,602.16,robot1
12/02/2022 00:04:49,543.8,robot1
12/02/2022 00:04:50,553.33,robot1
12/02/2022 00:04:51,564.41,robot1
12/02/2022 00:04:52,628.26,robot1
12/02/2022 00:04:53,560.53,robot1
12/02/2022 00:04:54,522.48,robot1
12/02/2022 00:04:55,620.65,robot1
12/02/2022 00:04:56,584.65,robot1
12/02/2022 00:04:57,541.56,robot1
12/02/2022 00:04:58,598.67,robot1
12/02/2022 00:04:59,566.62,robot1
12/02/2022 00:05:00,537.82,robot1
12/02/2022 00:05:01,658.65,robot1
12/02/2022 00:05:02,610.53,robot1
12/02/2022 00:05:03,560.32,robot1
12/02/2022 00:05:04,583.17,robot1
12/02/2022 00:05:05,545.43,robot1
12/02/2022 00:05:06,538.17,robot1
12/02/2022 00:05:07,589.83,robot1
12/02/2022 00:05:08,634.26,robot1
12/02/2022 00:05:09,566.9,robot1
12/02/2022 00:05:10,509.83,robot1
12/02/2022 00:05:11,611.48,robot1
12/02/2022 00:05:12,585.68,robot1
12/02/2022 00:05:13,542.82,robot1
12/02/2022 00:05:14,616.4,robot1
12/02/2022 00:05:15,579.55,robot1
12/02/2022 00:05:16,538.61,robot1
12/02/2022 00:05:17,587.34,robot1
12/02/2022 00:05:18,598.95,robot1
12/02/2022 00:05:19,564.22,robot1
12/02/2022 00:05:20,593.38,robot1
12/02/2022 00:05:21,542.31,robot1
12/02/2022 00:05:22,534.63,robot1
12/02/2022 00:05:23,819.06,robot1
12/02/2022 00:05:24,734.4,robot1
12/02/2022 00:05:25,548.13,robot1
12/02/2022 00:05:26,525.37,robot1
12/02/2022 00:05:27,631.46,robot1
12/02/2022 00:05:28,596.41,robot1
12/02/2022 00:05:29,514.64,robot1
12/02/2022 00:05:30,613.27,robot1
12/02/2022 00:05:31,562.78,robot1
12/02/2022 00:05:32,543.14,robot1
12/02/2022 00:05:33,570.21,robot1
12/02/2022 00:05:34,609.18,robot1
12/02/2022 00:05:35,539.52,robot1
12/02/2022 00:05:36,597.94,robot1
12/02/2022 00:05:37,533.29,robot1
12/02/2022 00:05:38,590.23,robot1
12/02/2022 00:05:39,566.07,robot1
12/02/2022 00:05:40,626.12,robot1
12/02/2022 00:05:41,566.95,robot1
12/02/2022 00:05:42,529.2,robot1
12/02/2022 00:05:43,620.02,robot1
12/02/2022 00:05:44,589.14,robot1
12/02/2022 00:05:45,534.03,robot1
12/02/2022 00:05:46,629.7,robot1
12/02/2022 00:05:47,569.42,robot1
12/02/2022 00:05:48,617.42,robot1
12/02/2022 00:05:49,560.31,robot1
12/02/2022 00:05:50,614.18,robot1
12/02/2022 00:05:51,542.92,robot1
12/02/2022 00:05:52,599.64,robot1
12/02/2022 00:05:53,521.26,robot1
12/02/2022 00:05:54,570.96,robot1
12/02/2022 00:05:55,562.81,robot1
12/02/2022 00:05:56,636.11,robot1
12/02/2022 00:05:57,560,robot1
12/02/2022 00:05:58,523.26,robot1
12/02/2022 00:05:59,627.68,robot1
12/02/2022 00:06:00,597.69,robot1
12/02/2022 00:06:01,527.35,robot1
12/02/2022 00:06:02,617.16,robot1
12/02/2022 00:06:03,569.74,robot1
12/02/2022 00:06:04,552.5,robot1
12/02/2022 00:06:05,575.23,robot1
12/02/2022 00:06:06,598.01,robot1
12/02/2022 00:06:07,542.28,robot1
12/02/2022 00:06:08,641.63,robot1
12/02/2022 00:06:09,551.9,robot1
12/02/2022 00:06:10,517.78,robot1
12/02/2022 00:06:11,576.37,robot1
12/02/2022 00:06:12,631.27,robot1
12/02/2022 00:06:13,551.5,robot1
12/02/2022 00:06:14,520.37,robot1
12/02/2022 00:06:15,629.36,robot1
12/02/2022 00:06:16,585.36,robot1
12/02/2022 00:06:17,754.27,robot1
12/02/2022 00:06:18,704.9,robot1
12/02/2022 00:06:19,592.46,robot1
12/02/2022 00:06:20,531.45,robot1
12/02/2022 00:06:21,578.28,robot1
12/02/2022 00:06:22,614.34,robot1
12/02/2022 00:06:23,545.86,robot1
12/02/2022 00:06:24,589.92,robot1
12/02/2022 00:06:25,541.45,robot1
12/02/2022 00:06:26,559.37,robot1
12/02/2022 00:06:27,581.46,robot1
12/02/2022 00:06:28,634.35,robot1
12/02/2022 00:06:29,546.89,robot1
12/02/2022 00:06:30,535.89,robot1
12/02/2022 00:06:31,647.18,robot1
12/02/2022 00:06:32,574.57,robot1
12/02/2022 00:06:33,523.52,robot1
12/02/2022 00:06:34,621.76,robot1
12/02/2022 00:06:35,560.08,robot1
12/02/2022 00:06:36,542.83,robot1
12/02/2022 00:06:37,569.38,robot1
12/02/2022 00:06:38,628.43,robot1
12/02/2022 00:06:39,562.38,robot1
12/02/2022 00:06:40,578.63,robot1
12/02/2022 00:06:41,525.13,robot1
12/02/2022 00:06:42,583.64,robot1
12/02/2022 00:06:43,555.33,robot1
12/02/2022 00:06:44,608.79,robot1
12/02/2022 00:06:45,576.84,robot1
12/02/2022 00:06:46,545.44,robot1
12/02/2022 00:06:47,604.14,robot1
12/02/2022 00:06:48,584.26,robot1
12/02/2022 00:06:49,522,robot1
12/02/2022 00:06:50,611.74,robot1
12/02/2022 00:06:51,584.84,robot1
12/02/2022 00:06:52,541.95,robot1
12/02/2022 00:06:53,559.06,robot1
12/02/2022 00:06:54,625.4,robot1
12/02/2022 00:06:55,586.37,robot1
12/02/2022 00:06:56,544.12,robot1
12/02/2022 00:06:57,565.81,robot1
12/02/2022 00:06:58,598.83,robot1
12/02/2022 00:06:59,536.99,robot1
12/02/2022 00:07:00,588.08,robot1
12/02/2022 00:07:01,600.07,robot1
12/02/2022 00:07:02,529.93,robot1
12/02/2022 00:07:03,574.05,robot1
12/02/2022 00:07:04,601.58,robot1
12/02/2022 00:07:05,546.07,robot1
12/02/2022 00:07:06,599.81,robot1
12/02/2022 00:07:07,547.1,robot1
12/02/2022 00:07:08,552.43,robot1
12/02/2022 00:07:09,552.06,robot1
12/02/2022 00:07:10,629.42,robot1
12/02/2022 00:07:11,746.48,robot1
12/02/2022 00:07:12,633.76,robot1
12/02/2022 00:07:13,561.52,robot1
12/02/2022 00:07:14,619.7,robot1
12/02/2022 00:07:15,511.16,robot1
12/02/2022 00:07:16,597.87,robot1
12/02/2022 00:07:17,638.63,robot1
12/02/2022 00:07:18,529.33,robot1
12/02/2022 00:07:19,522.42,robot1
12/02/2022 00:07:20,626.14,robot1
12/02/2022 00:07:21,586.93,robot1
12/02/2022 00:07:22,514.78,robot1
12/02/2022 00:07:23,556.07,robot1
12/02/2022 00:07:24,692.31,robot1
12/02/2022 00:07:25,551.18,robot1
12/02/2022 00:07:26,564.98,robot1
12/02/2022 00:07:27,616.02,robot1
12/02/2022 00:07:28,547.24,robot1
12/02/2022 00:07:29,552.68,robot1
12/02/2022 00:07:30,607.8,robot1
12/02/2022 00:07:31,600.17,robot1
12/02/2022 00:07:32,541.59,robot1
12/02/2022 00:07:33,607.28,robot1
12/02/2022 00:07:34,534.57,robot1
12/02/2022 00:07:35,536.09,robot1
12/02/2022 00:07:36,593.32,robot1
12/02/2022 00:07:37,594.88,robot1
12/02/2022 00:07:38,542.45,robot1
12/02/2022 00:07:39,557.34,robot1
12/02/2022 00:07:40,597.72,robot1
12/02/2022 00:07:41,562.19,robot1
12/02/2022 00:07:42,539.68,robot1
12/02/2022 00:07:43,628.53,robot1
12/02/2022 00:07:44,571.71,robot1
12/02/2022 00:07:45,531.78,robot1
12/02/2022 00:07:46,584.9,robot1
12/02/2022 00:07:47,618.86,robot1
12/02/2022 00:07:48,519.89,robot1
12/02/2022 00:07:49,656.12,robot1
12/02/2022 00:07:50,552.01,robot1
12/02/2022 00:07:51,543.13,robot1
12/02/2022 00:07:52,529.2,robot1
12/02/2022 00:07:53,616.43,robot1
12/02/2022 00:07:54,593.33,robot1
12/02/2022 00:07:55,518.62,robot1
12/02/2022 00:07:56,581.91,robot1
12/02/2022 00:07:57,612.27,robot1
12/02/2022 00:07:58,540.73,robot1
12/02/2022 00:07:59,564.47,robot1
12/02/2022 00:08:00,625.54,robot1
12/02/2022 00:08:01,569.42,robot1
12/02/2022 00:08:02,521.49,robot1
12/02/2022 00:08:03,598.03,robot1
12/02/2022 00:08:04,596.02,robot1
12/02/2022 00:08:05,734.48,robot1
12/02/2022 00:08:06,676.18,robot1
12/02/2022 00:08:07,633.82,robot1
12/02/2022 00:08:08,544.31,robot1
12/02/2022 00:08:09,579.26,robot1
12/02/2022 00:08:10,623.77,robot1
12/02/2022 00:08:11,542.43,robot1
12/02/2022 00:08:12,552.29,robot1
12/02/2022 00:08:13,592.59,robot1
12/02/2022 00:08:14,570.12,robot1
12/02/2022 00:08:15,560.38,robot1
12/02/2022 00:08:16,624.55,robot1
12/02/2022 00:08:17,547.84,robot1
12/02/2022 00:08:18,554.19,robot1
12/02/2022 00:08:19,589.42,robot1
12/02/2022 00:08:20,633.42,robot1
12/02/2022 00:08:21,558.19,robot1
12/02/2022 00:08:22,593.81,robot1
12/02/2022 00:08:23,634.09,robot1
12/02/2022 00:08:24,556.37,robot1
12/02/2022 00:08:25,545.02,robot1
12/02/2022 00:08:26,653.09,robot1
12/02/2022 00:08:27,620.13,robot1
12/02/2022 00:08:28,526.59,robot1
12/02/2022 00:08:29,623.93,robot1
12/02/2022 00:08:30,588.6,robot1
12/02/2022 00:08:31,537.33,robot1
12/02/2022 00:08:32,543.06,robot1
12/02/2022 00:08:33,616.58,robot1
12/02/2022 00:08:34,551.98,robot1
12/02/2022 00:08:35,572.79,robot1
12/02/2022 00:08:36,608.13,robot1
12/02/2022 00:08:37,558.36,robot1
12/02/2022 00:08:38,818.92,robot1
12/02/2022 00:08:39,694.94,robot1
12/02/2022 00:08:40,619.9,robot1
12/02/2022 00:08:41,548.07,robot1
12/02/2022 00:08:42,609.21,robot1
12/02/2022 00:08:43,519.86,robot1
12/02/2022 00:08:44,540.17,robot1
12/02/2022 00:08:45,625.09,robot1
12/02/2022 00:08:46,595.54,robot1
12/02/2022 00:08:47,527.06,robot1
12/02/2022 00:08:48,554.25,robot1
12/02/2022 00:08:49,625.14,robot1
12/02/2022 00:08:50,522.54,robot1
12/02/2022 00:08:51,579.21,robot1
12/02/2022 00:08:52,620.09,robot1
12/02/2022 00:08:53,571.98,robot1
12/02/2022 00:08:54,529.53,robot1
12/02/2022 00:08:55,631.31,robot1
12/02/2022 00:08:56,607.07,robot1
12/02/2022 00:08:57,553.11,robot1
12/02/2022 00:08:58,618.22,robot1
12/02/2022 00:08:59,714.61,robot1
12/02/2022 00:09:00,666.68,robot1
12/02/2022 00:09:01,597.81,robot1
12/02/2022 00:09:02,613.37,robot1
12/02/2022 00:09:03,574.22,robot1
12/02/2022 00:09:04,545.04,robot1
12/02/2022 00:09:05,592.8,robot1
12/02/2022 00:09:06,541.38,robot1
12/02/2022 00:09:07,591.61,robot1
12/02/2022 00:09:08,629.64,robot1
12/02/2022 00:09:09,547.17,robot1
12/02/2022 00:09:10,535.46,robot1
12/02/2022 00:09:11,622.93,robot1
12/02/2022 00:09:12,605.04,robot1
12/02/2022 00:09:13,528.01,robot1
12/02/2022 00:09:14,613.64,robot1
12/02/2022 00:09:15,550.08,robot1
12/02/2022 00:09:16,531.31,robot1
12/02/2022 00:09:17,571.55,robot1
12/02/2022 00:09:18,610.87,robot1
12/02/2022 00:09:19,553.61,robot1
12/02/2022 00:09:20,569.21,robot1
12/02/2022 00:09:21,607.28,robot1
12/02/2022 00:09:22,551.85,robot1
12/02/2022 00:09:23,574.89,robot1
12/02/2022 00:09:24,623.7,robot1
12/02/2022 00:09:25,558.2,robot1
12/02/2022 00:09:26,529.04,robot1
12/02/2022 00:09:27,620.79,robot1
12/02/2022 00:09:28,606.98,robot1
12/02/2022 00:09:29,516.47,robot1
12/02/2022 00:09:30,607.07,robot1
12/02/2022 00:09:31,545.34,robot1
12/02/2022 00:09:32,544.89,robot1
12/02/2022 00:09:33,580.88,robot1
12/02/2022 00:09:34,613.23,robot1
12/02/2022 00:09:35,550.15,robot1
12/02/2022 00:09:36,545.29,robot1
12/02/2022 00:09:37,609.78,robot1
12/02/2022 00:09:38,556.82,robot1
12/02/2022 00:09:39,564.6,robot1
12/02/2022 00:09:40,637.35,robot1
12/02/2022 00:09:41,564.75,robot1
12/02/2022 00:09:42,547.49,robot1
12/02/2022 00:09:43,605.6,robot1
12/02/2022 00:09:44,612.78,robot1
12/02/2022 00:09:45,524.43,robot1
12/02/2022 00:09:46,587.7,robot1
12/02/2022 00:09:47,551.34,robot1
12/02/2022 00:09:48,538.82,robot1
12/02/2022 00:09:49,576.79,robot1
12/02/2022 00:09:50,611,robot1
12/02/2022 00:09:51,552.39,robot1
12/02/2022 00:09:52,540.43,robot1
12/02/2022 00:09:53,785.96,robot1
12/02/2022 00:09:54,641.9,robot1
12/02/2022 00:09:55,569.38,robot1
12/02/2022 00:09:56,608.05,robot1
12/02/2022 00:09:57,548.43,robot1
12/02/2022 00:09:58,537.91,robot1
12/02/2022 00:09:59,640.6,robot1
12/02/2022 00:10:00,602.66,robot1
12/02/2022 00:10:01,531.62,robot1
12/02/2022 00:10:02,601.78,robot1
12/02/2022 00:10:03,554.74,robot1
12/02/2022 00:10:04,527.05,robot1
12/02/2022 00:10:05,577,robot1
12/02/2022 00:10:06,627.87,robot1
12/02/2022 00:10:07,548.04,robot1
12/02/2022 00:10:08,508.95,robot1
12/02/2022 00:10:09,593.92,robot1
12/02/2022 00:10:10,575.85,robot1
12/02/2022 00:10:11,549.4,robot1
12/02/2022 00:10:12,626.61,robot1
12/02/2022 00:10:13,559.79,robot1
12/02/2022 00:10:14,518.98,robot1
12/02/2022 00:10:15,822.22,robot1
12/02/2022 00:10:16,703.33,robot1
12/02/2022 00:10:17,550.66,robot1
12/02/2022 00:10:18,597.5,robot1
12/02/2022 00:10:19,551.02,robot1
12/02/2022 00:10:20,514.75,robot1
12/02/2022 00:10:21,798.79,robot1
12/02/2022 00:10:22,714.76,robot1
12/02/2022 00:10:23,565.63,robot1
12/02/2022 00:10:24,548.53,robot1
12/02/2022 00:10:25,636.03,robot1
12/02/2022 00:10:26,563.15,robot1
12/02/2022 00:10:27,540.69,robot1
12/02/2022 00:10:28,625.58,robot1
12/02/2022 00:10:29,539.72,robot1
12/02/2022 00:10:30,520.04,robot1
12/02/2022 00:10:31,593.19,robot1
12/02/2022 00:10:32,624.38,robot1
12/02/2022 00:10:33,530,robot1
12/02/2022 00:10:34,572.47,robot1
12/02/2022 00:10:35,558.28,robot1
12/02/2022 00:10:36,584.72,robot1
12/02/2022 00:10:37,561.25,robot1
12/02/2022 00:10:38,610.07,robot1
12/02/2022 00:10:39,581.65,robot1
12/02/2022 00:10:40,538.95,robot1
12/02/2022 00:10:41,612.04,robot1
12/02/2022 00:10:42,571.28,robot1
12/02/2022 00:10:43,531.84,robot1
12/02/2022 00:10:44,625.88,robot1
12/02/2022 00:10:45,543.34,robot1
12/02/2022 00:10:46,516.47,robot1
12/02/2022 00:10:47,746.65,robot1
12/02/2022 00:10:48,697.68,robot1
12/02/2022 00:10:49,547.22,robot1
12/02/2022 00:10:50,559.84,robot1
12/02/2022 00:10:51,595.62,robot1
12/02/2022 00:10:52,591.14,robot1
12/02/2022 00:10:53,533.34,robot1
12/02/2022 00:10:54,594.27,robot1
12/02/2022 00:10:55,595.51,robot1
12/02/2022 00:10:56,531.12,robot1
12/02/2022 00:10:57,597.11,robot1
12/02/2022 00:10:58,582.18,robot1
12/02/2022 00:10:59,528.36,robot1
12/02/2022 00:11:00,633.57,robot1
12/02/2022 00:11:01,529.36,robot1
12/02/2022 00:11:02,504.05,robot1
12/02/2022 00:11:03,584.89,robot1
12/02/2022 00:11:04,627.95,robot1
12/02/2022 00:11:05,551.91,robot1
